CMPD_CHEMBLID	CYP3A4	hERG_pIC50
CHEMBL2314059	*	4.64
CHEMBL2314062	*	4.33
CHEMBL2314064	*	4.41
CHEMBL3263282	*	5.24
CHEMBL3263279	*	4.37
CHEMBL2070943	*	4.6
CHEMBL3234570	5.96	*
CHEMBL225412	4.42	*
CHEMBL227899	4.13	*
CHEMBL226386	4.19	*
CHEMBL226067	4.09	*
CHEMBL226385	4.29	*
CHEMBL1443340	4.9	*
CHEMBL1402552	5.25	*
CHEMBL2441208	5.3	*
CHEMBL2012246	*	6
CHEMBL2070945	*	4.6
CHEMBL3196162	4.8	*
CHEMBL3196390	4.6	*
CHEMBL1489359	5.3	*
CHEMBL1649665	6.16	*
CHEMBL1649667	5.22	*
CHEMBL2346967	*	5.65
CHEMBL2164391	*	4.85
CHEMBL2069420	*	5.2
CHEMBL2147213	*	5.2
CHEMBL2164396	*	4.7
CHEMBL339327	*	5.4
CHEMBL16900	*	5.22
CHEMBL127701	*	5.62
CHEMBL205493	*	6.92
CHEMBL204508	*	6.82
CHEMBL205492	*	6.35
CHEMBL1269847	*	6.3
CHEMBL2382415	*	4.89
CHEMBL2382414	*	5
CHEMBL2069408	*	4.6
CHEMBL2069409	*	5.2
CHEMBL2164392	*	5.05
CHEMBL2164395	*	4.8
CHEMBL398673	4.5	*
CHEMBL652	*	5.41
CHEMBL1311978	5.25	*
CHEMBL1602661	5.15	*
CHEMBL1407215	4.6	*
CHEMBL1270208	*	4.72
CHEMBL2146878	*	6.96
CHEMBL2069407	*	5.6
CHEMBL3775316	*	6.89
CHEMBL512185	*	6.31
CHEMBL1224701	*	5
CHEMBL202141	*	5.85
CHEMBL2164372	*	4.77
CHEMBL2164376	*	4.64
CHEMBL2164373	*	4.85
CHEMBL2164363	*	5.01
CHEMBL2164359	*	5.48
CHEMBL2164381	*	4.59
CHEMBL2164389	*	5.11
CHEMBL2164382	*	5.26
CHEMBL2164046	*	5.29
CHEMBL2164397	*	4.66
CHEMBL2164365	*	5.04
CHEMBL2164364	*	4.8
CHEMBL2164358	*	5.31
CHEMBL1741802	4.8	*
CHEMBL1614710	4.62	*
CHEMBL457504	5.3	*
CHEMBL382803	*	6.44
CHEMBL379010	*	5.24
CHEMBL1289267	*	5.6
CHEMBL1289503	*	5.6
CHEMBL1289715	*	5.1
CHEMBL1824039	*	5.85
CHEMBL3775456	*	7.24
CHEMBL565017	*	6.2
CHEMBL559919	*	5.4
CHEMBL1952144	*	6.4
CHEMBL1952113	*	5
CHEMBL3127501	6.05	*
CHEMBL2164390	*	4.68
CHEMBL520413	4.24	*
CHEMBL3112854	4.4	*
CHEMBL400262	5.75	*
CHEMBL375131	*	4.96
CHEMBL2070160	5.29	*
CHEMBL3116158	4.4	*
CHEMBL3116154	4.62	*
CHEMBL3116155	4.4	*
CHEMBL3116156	4.4	*
CHEMBL2152165	5.06	*
CHEMBL583212	*	4.77
CHEMBL3195730	5.3	*
CHEMBL3787639	*	5.38
CHEMBL2019025	4.97	*
CHEMBL213715	*	8.44
CHEMBL3605147	*	6.16
CHEMBL1086275	*	4.98
CHEMBL1083425	*	5.04
CHEMBL1084577	*	5.08
CHEMBL1083708	*	4.82
CHEMBL1084309	*	5.19
CHEMBL2147212	*	5.2
CHEMBL1424596	4.9	*
CHEMBL1306134	4.85	*
CHEMBL1519953	4.6	*
CHEMBL3794427	*	5.68
CHEMBL1669416	5.85	*
CHEMBL1669415	5.41	*
CHEMBL2441420	*	4.51
CHEMBL2012300	*	6.17
CHEMBL2012272	*	6.02
CHEMBL550849	*	4.9
CHEMBL2012301	*	6.5
CHEMBL2012273	*	6.52
CHEMBL1383190	6.1	*
CHEMBL1604264	4.8	*
CHEMBL1579814	4.75	*
CHEMBL3325526	6.82	*
CHEMBL2441409	*	4.57
CHEMBL2448728	5.96	*
CHEMBL2164552	*	5.2
CHEMBL343822	4.8	*
CHEMBL2031879	*	5.06
CHEMBL230964	6.52	*
CHEMBL2031878	*	4.95
CHEMBL394864	5.17	*
CHEMBL3092421	4.82	*
CHEMBL3310483	6.22	*
CHEMBL2324510	*	4.31
CHEMBL3086040	*	6.23
CHEMBL574826	*	5.75
CHEMBL583582	*	6.69
CHEMBL2441427	*	4.89
CHEMBL2146873	*	6.77
CHEMBL556272	*	5.5
CHEMBL1517765	5.4	*
CHEMBL377734	*	4.78
CHEMBL2403316	*	5.43
CHEMBL394015	*	5.1
CHEMBL1472651	4.6	*
CHEMBL1600340	4.6	*
CHEMBL1552181	5	*
CHEMBL1437119	4.7	*
CHEMBL1559279	4.8	*
CHEMBL1475657	5	*
CHEMBL1396146	4.8	*
CHEMBL1604095	4.8	*
CHEMBL1474318	5.1	*
CHEMBL1481608	5.3	*
CHEMBL1318104	4.8	*
CHEMBL2022740	*	4.8
CHEMBL2338473	5	*
CHEMBL1771097	*	5.72
CHEMBL1771099	*	5.92
CHEMBL1771098	*	5.59
CHEMBL387418	*	7.98
CHEMBL1923126	6.16	4.89
CHEMBL2441424	*	4.59
CHEMBL1257261	*	5.73
CHEMBL1257145	*	6.04
CHEMBL1923115	5.8	5.75
CHEMBL1923114	5.72	5.03
CHEMBL1923118	5.44	4.92
CHEMBL1923113	5.25	4.96
CHEMBL1923120	5.22	5.24
CHEMBL1923125	5.05	4.54
CHEMBL1923112	5.3	4.7
CHEMBL1923124	4.51	4.26
CHEMBL1923123	5.03	*
CHEMBL566257	*	7.77
CHEMBL585509	*	7.64
CHEMBL593521	*	7.62
CHEMBL1576725	5.85	*
CHEMBL1668257	5.11	*
CHEMBL1642362	5.35	5.8
CHEMBL1668238	5.12	5.85
CHEMBL387178	*	8.21
CHEMBL1082773	*	5.36
CHEMBL240841	*	5.02
CHEMBL1162962	*	5.05
CHEMBL395458	*	5.82
CHEMBL397112	*	5.32
CHEMBL240840	*	5.48
CHEMBL3191343	4.65	*
CHEMBL3634812	*	6.07
CHEMBL177807	*	5.17
CHEMBL468176	*	6.3
CHEMBL1351222	5	*
CHEMBL3775050	*	6.2
CHEMBL94417	*	6.06
CHEMBL2018485	4.9	*
CHEMBL3786094	*	5.25
CHEMBL490	*	4.98
CHEMBL1215691	*	7.54
CHEMBL1354777	5.1	*
CHEMBL1373139	5.5	*
CHEMBL1401627	5.5	*
CHEMBL1308019	4.85	*
CHEMBL1727631	5	*
CHEMBL19259	4.6	*
CHEMBL51	4.7	*
CHEMBL62919	4.9	*
CHEMBL1475507	5.4	*
CHEMBL1108	4.8	6.03
CHEMBL137648	4.5	*
CHEMBL267930	4.6	*
CHEMBL340211	5.2	*
CHEMBL1597874	4.9	*
CHEMBL146620	*	5.17
CHEMBL3137443	5.36	*
CHEMBL1673442	*	6.97
CHEMBL2021948	*	5
CHEMBL1596387	6.15	*
CHEMBL252429	*	6.87
CHEMBL442290	*	7.11
CHEMBL1538117	4.8	*
CHEMBL588859	4.85	*
CHEMBL1303049	4.55	*
CHEMBL1568277	5.15	*
CHEMBL1422116	4.85	*
CHEMBL1084033	*	5.02
CHEMBL2031991	*	6.1
CHEMBL2031990	*	6.13
CHEMBL2031978	*	6.16
CHEMBL2031982	*	7
CHEMBL1423	5.3	5.77
CHEMBL46516	5.2	5.64
CHEMBL1742195	5.65	*
CHEMBL1319373	5	*
CHEMBL30008	*	6.22
CHEMBL3086036	*	7
CHEMBL3085780	*	5.08
CHEMBL565073	*	5.66
CHEMBL538936	*	6.1
CHEMBL541944	*	6.1
CHEMBL1179104	6.1	*
CHEMBL1517172	4.8	*
CHEMBL281594	4.9	*
CHEMBL222424	4.04	*
CHEMBL522456	*	7
CHEMBL490937	*	5.47
CHEMBL2333642	*	4.7
CHEMBL296512	*	5.89
CHEMBL1552051	4.6	*
CHEMBL1473331	4.8	*
CHEMBL1591380	5	*
CHEMBL1375431	4.8	*
CHEMBL1523959	4.6	*
CHEMBL1535431	4.9	*
CHEMBL1320206	4.9	*
CHEMBL1475381	5	*
CHEMBL1315508	4.8	*
CHEMBL1417448	4.9	*
CHEMBL1553352	4.9	*
CHEMBL1353322	4.9	*
CHEMBL1544991	4.6	*
CHEMBL202775	*	6.72
CHEMBL3582308	*	7.3
CHEMBL2204941	*	6.42
CHEMBL3582311	*	6.14
CHEMBL2204934	*	7.36
CHEMBL3582307	*	6.54
CHEMBL1589124	7.6	*
CHEMBL1741515	4.85	*
CHEMBL1557929	5.5	*
CHEMBL1369322	4.9	*
CHEMBL1083787	*	5.89
CHEMBL550876	*	5.74
CHEMBL1462462	4.85	*
CHEMBL377114	*	5.89
CHEMBL1509992	4.55	*
CHEMBL1559387	4.65	*
CHEMBL1530805	4.85	*
CHEMBL1349372	4.85	*
CHEMBL1345648	4.85	*
CHEMBL3787131	*	5.21
CHEMBL2046895	*	6.7
CHEMBL2046892	*	7.36
CHEMBL2046893	*	8.6
CHEMBL1344097	4.85	*
CHEMBL1290038	*	5.8
CHEMBL1289386	*	6.1
CHEMBL12186	*	8
CHEMBL298978	*	8.21
CHEMBL12713	*	7.83
CHEMBL12780	*	8.16
CHEMBL556312	*	7.63
CHEMBL273235	*	6.69
CHEMBL2069397	*	5.4
CHEMBL2070936	*	4.5
CHEMBL1502745	4.7	*
CHEMBL1536220	4.9	*
CHEMBL1311461	4.85	*
CHEMBL1571716	4.9	*
CHEMBL1385489	5	*
CHEMBL1400243	4.85	*
CHEMBL83894	*	6.7
CHEMBL1373561	5.05	*
CHEMBL1454533	5.25	*
CHEMBL3734774	*	5.3
CHEMBL3735376	*	6.01
CHEMBL175832	*	5.25
CHEMBL358075	*	6.15
CHEMBL1301725	5.5	*
CHEMBL1611423	5.2	*
CHEMBL1597843	4.95	*
CHEMBL1452750	5.3	*
CHEMBL1742231	5.7	*
CHEMBL1366562	4.7	*
CHEMBL207850	*	5.31
CHEMBL584766	*	7
CHEMBL562176	*	5
CHEMBL554073	*	5.2
CHEMBL2326686	*	4.64
CHEMBL562983	*	5.3
CHEMBL3806153	*	6.01
CHEMBL3105228	4.8	*
CHEMBL1488477	4.7	*
CHEMBL1314386	4.9	*
CHEMBL1407670	4.8	*
CHEMBL1490024	4.9	*
CHEMBL3775532	*	6.46
CHEMBL3417047	*	5.66
CHEMBL3137459	5.37	*
CHEMBL3805989	*	5.72
CHEMBL513258	*	5.05
CHEMBL589833	*	5.1
CHEMBL606029	*	4.92
CHEMBL240839	*	5.09
CHEMBL240246	*	5.16
CHEMBL1526761	4.5	*
CHEMBL1465121	4.95	*
CHEMBL2164047	*	5.28
CHEMBL150220	*	6.25
CHEMBL149429	*	6.82
CHEMBL147048	*	5.72
CHEMBL145939	*	6
CHEMBL146998	*	5.4
CHEMBL368816	*	5.57
CHEMBL176109	*	5
CHEMBL175544	*	6.4
CHEMBL177401	*	5.82
CHEMBL175586	*	5.61
CHEMBL177416	*	6.4
CHEMBL150210	*	7.16
CHEMBL147431	*	6.96
CHEMBL146595	*	6.24
CHEMBL216486	*	5.7
CHEMBL214983	*	5.4
CHEMBL217875	*	4.96
CHEMBL216959	*	4.62
CHEMBL207566	*	5.9
CHEMBL1957816	*	5.72
CHEMBL280981	5.01	*
CHEMBL26485	4.52	*
CHEMBL565031	*	4.7
CHEMBL225464	4.17	*
CHEMBL246519	*	5.92
CHEMBL575023	*	5.02
CHEMBL574837	*	6.51
CHEMBL1564477	4.8	*
CHEMBL1354262	4.9	*
CHEMBL1395226	5.1	*
CHEMBL1395297	5.5	*
CHEMBL1557234	5.1	*
CHEMBL1358654	5.6	*
CHEMBL1496744	5	*
CHEMBL1314416	4.8	*
CHEMBL1436644	4.8	*
CHEMBL1518338	4.8	*
CHEMBL1433805	4.8	*
CHEMBL1316317	4.8	*
CHEMBL1513347	4.9	*
CHEMBL1436054	4.9	*
CHEMBL1555118	5.5	*
CHEMBL1436488	5.1	*
CHEMBL1315268	4.9	*
CHEMBL1405744	4.9	*
CHEMBL1567251	4.6	*
CHEMBL1479372	4.7	*
CHEMBL1596952	5.3	*
CHEMBL1449082	4.7	*
CHEMBL1481724	4.6	*
CHEMBL1324595	5.1	*
CHEMBL1414633	5.3	*
CHEMBL1935442	*	5.47
CHEMBL1935446	4.81	6.05
CHEMBL1094525	*	6.03
CHEMBL1935445	4.78	*
CHEMBL558339	*	6.8
CHEMBL551347	*	5.45
CHEMBL556449	4.14	6.86
CHEMBL559060	*	6.37
CHEMBL61301	*	7.55
CHEMBL1302643	4.7	*
CHEMBL1497183	4.8	*
CHEMBL1458985	4.8	*
CHEMBL3209384	5.55	*
CHEMBL1528376	5.5	*
CHEMBL2012295	*	5.96
CHEMBL1939739	*	5.44
CHEMBL2346972	*	4.53
CHEMBL2346968	*	4.97
CHEMBL1500880	5.7	*
CHEMBL1309305	4.85	*
CHEMBL389908	5.3	*
CHEMBL1094030	*	6.7
CHEMBL1091834	*	5.42
CHEMBL1093696	*	4.92
CHEMBL1951451	6.55	*
CHEMBL3673981	5.3	*
CHEMBL3196379	4.85	*
CHEMBL584538	*	8.05
CHEMBL1534816	4.45	*
CHEMBL1299778	4.8	*
CHEMBL403809	6.01	*
CHEMBL372199	4.78	*
CHEMBL3804846	*	5.44
CHEMBL1092921	*	5
CHEMBL1344451	4.85	*
CHEMBL1076449	5.72	*
CHEMBL1088290	5.89	*
CHEMBL3627955	4.67	*
CHEMBL1090209	5.02	*
CHEMBL1089202	5.92	*
CHEMBL1549853	5.55	*
CHEMBL2440639	5.77	*
CHEMBL2440637	5.89	*
CHEMBL2440663	5.21	*
CHEMBL1440329	4.85	*
CHEMBL1573171	6.9	*
CHEMBL1511729	5.35	*
CHEMBL1466220	4.55	*
CHEMBL2151821	4.4	*
CHEMBL2151048	4.4	*
CHEMBL2151926	4.4	*
CHEMBL1450860	5.9	*
CHEMBL1386709	4.8	*
CHEMBL1321719	4.6	*
CHEMBL1461461	5.85	*
CHEMBL1528993	4.85	*
CHEMBL3115821	5.82	*
CHEMBL2036759	*	4.85
CHEMBL1428264	5.95	*
CHEMBL1523486	4.55	*
CHEMBL3086041	*	6.75
CHEMBL3775734	*	5.76
CHEMBL3582316	*	6.77
CHEMBL436817	5.05	*
CHEMBL1357444	5.7	*
CHEMBL1552329	4.9	*
CHEMBL1592571	5.1	*
CHEMBL1473133	5.4	*
CHEMBL1513578	5.4	*
CHEMBL1603418	4.8	*
CHEMBL1590550	6.4	*
CHEMBL1442440	6.3	*
CHEMBL1341070	4.7	*
CHEMBL1517085	5.15	*
CHEMBL1605814	4.55	*
CHEMBL1095846	*	5.11
CHEMBL1097882	*	5.34
CHEMBL3310486	6.4	*
CHEMBL3393291	6	*
CHEMBL2018481	5.15	*
CHEMBL2018482	6.52	*
CHEMBL1170953	*	5.08
CHEMBL1823044	*	5
CHEMBL1823048	*	5.34
CHEMBL1442612	5.35	*
CHEMBL3741735	*	5.2
CHEMBL1802360	*	7.1
CHEMBL1467331	4.85	*
CHEMBL1351404	4.5	*
CHEMBL1471091	5.6	*
CHEMBL1533643	5.05	*
CHEMBL1486831	4.85	*
CHEMBL2165505	4.11	*
CHEMBL3775798	5.24	*
CHEMBL384111	*	4.6
CHEMBL384919	*	4.84
CHEMBL217105	*	7.87
CHEMBL246051	*	5.2
CHEMBL246050	*	4.18
CHEMBL246258	*	4.96
CHEMBL246464	*	5.04
CHEMBL247689	*	5.8
CHEMBL247891	*	6.13
CHEMBL245844	*	5.07
CHEMBL248297	*	4.38
CHEMBL247690	*	4.47
CHEMBL216180	*	5.22
CHEMBL216482	*	4.07
CHEMBL386281	*	4.29
CHEMBL274168	*	5.6
CHEMBL216524	*	4.46
CHEMBL217435	*	4.6
CHEMBL216323	*	4.07
CHEMBL217707	*	8.25
CHEMBL217233	*	5.24
CHEMBL216554	*	5.28
CHEMBL425448	*	7.91
CHEMBL214021	4.63	5.8
CHEMBL216104	*	5.86
CHEMBL213761	*	7.7
CHEMBL1079460	5.3	*
CHEMBL3287548	4.3	*
CHEMBL524467	*	7.03
CHEMBL495698	*	7.16
CHEMBL522894	*	7.21
CHEMBL496523	*	7.38
CHEMBL1257144	*	6.01
CHEMBL1258880	*	6.36
CHEMBL3740256	*	5.86
CHEMBL3290012	*	5.4
CHEMBL2387265	*	6.09
CHEMBL3634813	*	5.43
CHEMBL3634821	*	5.22
CHEMBL3634824	*	6.2
CHEMBL465515	*	5.07
CHEMBL469811	*	4.99
CHEMBL2059319	*	5.24
CHEMBL1258532	*	5.78
CHEMBL1258648	*	5.44
CHEMBL1258426	*	6.03
CHEMBL3775370	5.17	*
CHEMBL2059323	*	5.72
CHEMBL3775476	5.26	*
CHEMBL3112847	4.4	*
CHEMBL2059318	*	5.47
CHEMBL1407910	5.75	*
CHEMBL3794265	*	4.38
CHEMBL1529705	5.35	*
CHEMBL1568643	4.8	*
CHEMBL2059322	*	5.36
CHEMBL1547349	4.65	*
CHEMBL425257	*	5.23
CHEMBL214585	*	4.95
CHEMBL214731	*	4.82
CHEMBL1824043	*	5.05
CHEMBL1770720	*	5.48
CHEMBL1593191	4.5	*
CHEMBL3212802	4.8	*
CHEMBL3213318	4.85	*
CHEMBL3196226	4.5	*
CHEMBL1504734	6.15	*
CHEMBL1337829	5	*
CHEMBL1555392	4.6	*
CHEMBL1610955	5.4	*
CHEMBL1357676	5.1	*
CHEMBL1476521	5.2	*
CHEMBL1407307	5	*
CHEMBL1357574	6.5	*
CHEMBL1555122	4.8	*
CHEMBL1552747	5.1	*
CHEMBL1317163	4.8	*
CHEMBL1354841	5.5	*
CHEMBL1396559	5.1	*
CHEMBL1320820	4.9	*
CHEMBL1472845	5.3	*
CHEMBL1530654	5.1	*
CHEMBL1363801	5.5	*
CHEMBL1397406	4.8	*
CHEMBL1516249	5.1	*
CHEMBL1477443	5	*
CHEMBL1394840	4.7	*
CHEMBL1530965	5.1	*
CHEMBL1358562	5.6	*
CHEMBL1408854	5.5	*
CHEMBL1515410	5.1	*
CHEMBL1552405	5	*
CHEMBL1453764	4.6	*
CHEMBL1474987	4.7	*
CHEMBL1408703	4.8	*
CHEMBL1476604	4.8	*
CHEMBL1483625	4.9	*
CHEMBL1488179	4.9	*
CHEMBL1397825	5	*
CHEMBL1456688	4.6	*
CHEMBL1601019	4.9	*
CHEMBL1514517	5	*
CHEMBL1612363	5	*
CHEMBL1554723	5.4	*
CHEMBL1610892	5	*
CHEMBL1561922	5.1	*
CHEMBL1357182	4.9	*
CHEMBL1396583	5.3	*
CHEMBL1357500	4.8	*
CHEMBL1414698	4.8	*
CHEMBL1514390	4.8	*
CHEMBL1372627	4.8	*
CHEMBL2023916	*	5.1
CHEMBL1741433	4.65	*
CHEMBL1083427	*	5.21
CHEMBL1356372	4.7	*
CHEMBL1413770	4.9	*
CHEMBL1354941	5	*
CHEMBL1398540	4.8	*
CHEMBL3774817	*	6.59
CHEMBL1344002	4.75	*
CHEMBL2180841	*	5.89
CHEMBL1215732	6.18	*
CHEMBL1485081	4.6	*
CHEMBL1288674	*	6
CHEMBL1288673	*	5.92
CHEMBL1288676	*	6.4
CHEMBL1336557	4.9	*
CHEMBL3417045	*	5.28
CHEMBL1907089	4.75	*
CHEMBL1935601	*	4.87
CHEMBL1935590	*	6
CHEMBL1980826	5.5	*
CHEMBL1405892	5.35	*
CHEMBL245492	*	5.8
CHEMBL216225	*	7.67
CHEMBL2012294	*	5.54
CHEMBL2012299	*	6
CHEMBL2012260	*	5.96
CHEMBL2012271	*	5.64
CHEMBL550410	*	5.92
CHEMBL1642472	*	8.54
CHEMBL2023917	*	5.1
CHEMBL3393706	*	5.43
CHEMBL2012274	*	5.64
CHEMBL1325411	5.4	*
CHEMBL1708264	4.85	*
CHEMBL1289714	*	5.4
CHEMBL1741390	4.75	*
CHEMBL1505375	4.6	*
CHEMBL1554743	4.8	*
CHEMBL1394223	4.8	*
CHEMBL1364473	4.9	*
CHEMBL1437578	4.9	*
CHEMBL1475010	5.2	*
CHEMBL1377781	5	*
CHEMBL1574160	5.3	*
CHEMBL1373907	4.6	*
CHEMBL1369013	5.1	*
CHEMBL1513684	4.4	*
CHEMBL1379031	4.9	*
CHEMBL1364859	4.9	*
CHEMBL1589976	4.9	*
CHEMBL1445979	5.1	*
CHEMBL1354372	4.9	*
CHEMBL1437259	5	*
CHEMBL1605130	5	*
CHEMBL1318518	4.9	*
CHEMBL1475004	4.8	*
CHEMBL1594648	5.2	*
CHEMBL1606591	4.9	*
CHEMBL1377908	4.9	*
CHEMBL1603627	4.7	*
CHEMBL1555480	4.8	*
CHEMBL1320662	4.9	*
CHEMBL1434973	4.8	*
CHEMBL1951323	6.15	*
CHEMBL1711282	4.85	*
CHEMBL1095845	*	5.52
CHEMBL3310485	6.29	5.84
CHEMBL1170790	*	5.46
CHEMBL1823042	*	5
CHEMBL2164368	*	5.25
CHEMBL1762801	*	5.8
CHEMBL2164039	*	5.09
CHEMBL2059320	*	5.1
CHEMBL1258879	*	5.69
CHEMBL1258761	*	5.89
CHEMBL2059324	*	5.47
CHEMBL3112848	4.4	*
CHEMBL2059317	*	5.28
CHEMBL2059321	*	5.2
CHEMBL1276654	5.8	*
CHEMBL3422082	6.62	*
CHEMBL1441359	6.3	*
CHEMBL1698558	4.75	*
CHEMBL1340482	4.8	*
CHEMBL2022737	*	5.7
CHEMBL2023924	*	5.4
CHEMBL2022739	4.19	4.4
CHEMBL2023928	*	5
CHEMBL2023929	*	5.3
CHEMBL2022731	*	4.9
CHEMBL2022733	*	4.9
CHEMBL2022730	*	4.9
CHEMBL2022729	*	4.2
CHEMBL2022504	*	5.2
CHEMBL2022499	*	5.1
CHEMBL2022496	*	5.1
CHEMBL2022938	*	5.2
CHEMBL2022498	*	4.7
CHEMBL2021936	*	4.9
CHEMBL2022497	*	4.5
CHEMBL2023921	*	5.2
CHEMBL1469707	4.65	*
CHEMBL1083426	*	5.12
CHEMBL3774495	*	6.31
CHEMBL260636	9	*
CHEMBL261288	5.37	*
CHEMBL597737	*	5.55
CHEMBL1484990	4.85	*
CHEMBL1957287	*	6.1
CHEMBL3121667	*	6.1
CHEMBL1348181	5.5	*
CHEMBL393168	*	6.16
CHEMBL606167	6.45	*
CHEMBL1582125	6.05	*
CHEMBL2012298	*	5.75
CHEMBL2012259	*	5.82
CHEMBL1379839	4.8	*
CHEMBL1642471	*	8.37
CHEMBL1423034	6.1	*
CHEMBL3331506	5.44	*
CHEMBL1450689	4.9	*
CHEMBL3194986	4.85	*
CHEMBL1604742	5.55	*
CHEMBL1289268	*	5.2
CHEMBL1559650	5	*
CHEMBL1486647	4.55	*
CHEMBL1456464	4.7	*
CHEMBL3310484	6.15	5.85
CHEMBL1412557	4.75	*
CHEMBL240864	*	5.38
CHEMBL1536326	5.15	*
CHEMBL3393710	*	5.52
CHEMBL2022741	*	4.8
CHEMBL2022503	*	5.1
CHEMBL2324511	*	5.63
CHEMBL2012180	*	5.6
CHEMBL2164366	*	5.26
CHEMBL2164042	*	4.62
CHEMBL3137455	6.16	*
CHEMBL3422981	*	7.78
CHEMBL3318986	*	6
CHEMBL2424930	*	4.8
CHEMBL2424931	*	4.24
CHEMBL3400819	*	4.52
CHEMBL3400820	*	4.86
CHEMBL3422961	*	8.49
CHEMBL3422959	*	9.05
CHEMBL3422947	*	8.41
CHEMBL3422950	*	7.94
CHEMBL3605145	*	6.3
CHEMBL3605146	*	5.96
CHEMBL3605025	*	5.26
CHEMBL3605024	*	5.05
CHEMBL597440	*	5.06
CHEMBL2180842	*	4.8
CHEMBL3673943	5.3	*
CHEMBL3608750	*	4.1
CHEMBL1672627	5.3	*
CHEMBL1672630	6	*
CHEMBL1672633	5.3	*
CHEMBL3237443	*	6.14
CHEMBL582876	*	5.87
CHEMBL575475	*	5.58
CHEMBL1289819	*	4.8
CHEMBL1486902	5.4	*
CHEMBL2336415	4.5	*
CHEMBL50112	5.1	*
CHEMBL60518	4.4	*
CHEMBL1484738	4.8	*
CHEMBL249089	4.9	*
CHEMBL1513555	4.7	*
CHEMBL1484108	4.8	*
CHEMBL1488679	5.8	*
CHEMBL3408382	*	5.12
CHEMBL3408392	*	5.17
CHEMBL1417861	5.7	*
CHEMBL1400006	5.15	*
CHEMBL1487421	5.5	*
CHEMBL1644611	*	5.79
CHEMBL1644612	*	5.42
CHEMBL1644605	*	6.92
CHEMBL457930	*	5.85
CHEMBL1444	5.3	*
CHEMBL1547490	5.35	*
CHEMBL1370215	4.8	*
CHEMBL1452326	4.8	*
CHEMBL1414841	5.4	*
CHEMBL572558	*	5.95
CHEMBL2146868	*	7.92
CHEMBL2146851	*	7.38
CHEMBL1356003	4.5	*
CHEMBL469810	*	5.35
CHEMBL444985	*	5.46
CHEMBL1563497	5.6	*
CHEMBL1555396	5.8	*
CHEMBL1475131	6.4	*
CHEMBL1315845	4.7	*
CHEMBL1436272	4.8	*
CHEMBL1554721	5.8	*
CHEMBL1354563	5.5	*
CHEMBL1371140	5	*
CHEMBL1314288	5.6	*
CHEMBL490742	5.9	*
CHEMBL1324889	5.9	*
CHEMBL1573063	5.9	*
CHEMBL1354154	5.7	*
CHEMBL1437159	4.5	*
CHEMBL1519649	6.3	*
CHEMBL1327681	4.7	*
CHEMBL259140	5.3	*
CHEMBL1513669	5.4	*
CHEMBL1596170	4.9	*
CHEMBL1559654	5.6	*
CHEMBL1318509	4.9	*
CHEMBL1521490	6.1	*
CHEMBL1568250	5	*
CHEMBL1441052	4.5	*
CHEMBL1316075	5.7	*
CHEMBL510009	5.6	*
CHEMBL1513990	5.7	*
CHEMBL1590123	5.5	*
CHEMBL1396326	5	*
CHEMBL1644609	*	5.15
CHEMBL1556045	6.7	*
CHEMBL1452408	4.8	*
CHEMBL572737	*	5.18
CHEMBL578862	*	5.91
CHEMBL1084403	*	6.16
CHEMBL1311630	4.9	*
CHEMBL1335059	5.4	*
CHEMBL1599647	6.7	*
CHEMBL3211454	4.4	*
CHEMBL157351	4.9	*
CHEMBL265699	5.4	*
CHEMBL1372309	5.4	*
CHEMBL1354648	5.4	*
CHEMBL1543632	4.6	*
CHEMBL170408	4.5	*
CHEMBL1591893	4.9	*
CHEMBL1568575	4.7	*
CHEMBL1373004	5.6	*
CHEMBL1322756	4.8	*
CHEMBL1555713	5.7	*
CHEMBL1830693	*	4.48
CHEMBL1364611	5.9	*
CHEMBL233047	*	6.52
CHEMBL1439202	4.5	*
CHEMBL1829637	*	5.21
CHEMBL23924	*	4.14
CHEMBL23660	*	4.72
CHEMBL23110	*	4.8
CHEMBL278558	*	4.54
CHEMBL22359	*	5.23
CHEMBL3084944	*	4.77
CHEMBL3084949	*	4.66
CHEMBL283368	*	4.41
CHEMBL3084953	*	5.72
CHEMBL277693	*	4.37
CHEMBL23891	*	4.43
CHEMBL279944	*	4.38
CHEMBL22679	*	4.4
CHEMBL283309	*	4.28
CHEMBL22310	*	4.31
CHEMBL25437	*	4.46
CHEMBL281561	*	5.22
CHEMBL281178	*	5.26
CHEMBL423108	*	5.28
CHEMBL23979	*	5.24
CHEMBL25211	*	5.55
CHEMBL1231330	7.5	*
CHEMBL391189	6.33	*
CHEMBL1611192	4.8	*
CHEMBL206115	*	5.25
CHEMBL204459	*	5.19
CHEMBL23223	*	4.55
CHEMBL3330073	5.65	4.26
CHEMBL3330060	4.25	4.01
CHEMBL2069844	6	*
CHEMBL2069842	6	*
CHEMBL2069843	6	*
CHEMBL2069839	6	*
CHEMBL2069840	6	*
CHEMBL2069841	6	*
CHEMBL2069845	6	*
CHEMBL2069838	6	*
CHEMBL1229875	4.4	*
CHEMBL1482527	5.3	*
CHEMBL350221	4.7	*
CHEMBL17962	6.1	*
CHEMBL1256516	4.8	*
CHEMBL3127992	5.66	4.32
CHEMBL852	5.5	*
CHEMBL240889	6	*
CHEMBL443732	4.8	*
CHEMBL499849	4.44	*
CHEMBL456279	4.51	*
CHEMBL495882	6.1	*
CHEMBL508435	7.32	*
