CMPD_CHEMBLID	CYP3A4	hERG_pIC50
CHEMBL479418	6.22	*
CHEMBL465941	5.82	*
CHEMBL516551	4.4	*
CHEMBL464909	5.14	*
CHEMBL465244	4.62	*
CHEMBL465948	5.05	*
CHEMBL473921	4.7	*
CHEMBL465925	4.89	*
CHEMBL480219	4.24	*
CHEMBL275707	5.1	*
CHEMBL2163836	6.35	*
CHEMBL1098752	*	6.05
CHEMBL585498	4.75	*
CHEMBL2397347	5.16	*
CHEMBL3358007	*	4.55
CHEMBL3357997	*	5.03
CHEMBL3357996	*	5.44
CHEMBL3357995	*	5.19
CHEMBL3357999	*	4.96
CHEMBL3358000	*	5.24
CHEMBL3358012	*	4.96
CHEMBL3357994	*	5.16
CHEMBL3358005	*	5.44
CHEMBL3358002	*	4.77
CHEMBL2086687	*	4.92
CHEMBL2086693	*	5.12
CHEMBL3218816	*	4.75
CHEMBL2087086	*	5.23
CHEMBL513875	*	5.5
CHEMBL511815	*	5
CHEMBL470217	*	5.5
CHEMBL469376	*	5.2
CHEMBL494350	*	5.8
CHEMBL2170070	*	5.13
CHEMBL3355072	*	5.82
CHEMBL3355074	*	4.9
CHEMBL191054	*	5.6
CHEMBL206845	*	4.68
CHEMBL203230	*	4.4
CHEMBL1778190	*	5.5
CHEMBL570274	*	5.43
CHEMBL594717	*	5.41
CHEMBL1318551	5.2	*
CHEMBL1521010	5.4	*
CHEMBL1554070	5.5	*
CHEMBL2325697	*	4.3
CHEMBL521947	*	5.36
CHEMBL523821	*	5.16
CHEMBL523134	*	5.76
CHEMBL1779545	*	5.82
CHEMBL1570788	4.9	*
CHEMBL1551151	4.8	*
CHEMBL510539	5.1	*
CHEMBL470049	4.05	*
CHEMBL470048	4.01	*
CHEMBL240954	4.69	*
CHEMBL469431	4.23	*
CHEMBL471074	4.5	*
CHEMBL469851	4.25	*
CHEMBL519761	4.84	*
CHEMBL1363883	5.2	*
CHEMBL1487503	5.4	*
CHEMBL1514182	5.4	*
CHEMBL1515691	4.8	*
CHEMBL557853	*	8.3
CHEMBL459	4.8	*
CHEMBL3628939	6.7	*
CHEMBL171064	4.5	*
CHEMBL1322979	5.5	*
CHEMBL464176	5	*
CHEMBL1400280	5	*
CHEMBL1370043	4.7	*
CHEMBL1320730	4.8	*
CHEMBL1400902	4.9	*
CHEMBL1317900	5.1	*
CHEMBL1337419	6.6	*
CHEMBL575448	5.16	*
CHEMBL2409707	*	4.4
CHEMBL2409676	*	4.36
CHEMBL1453457	4.5	*
CHEMBL1200585	4.8	*
CHEMBL1512933	8.2	*
CHEMBL1314862	5.1	*
CHEMBL3344121	5.42	*
CHEMBL551927	*	7.2
CHEMBL1451	4.7	*
CHEMBL110739	5.1	*
CHEMBL1356106	4.9	*
CHEMBL1453091	5.4	*
CHEMBL1357130	5	*
CHEMBL1520907	5.4	*
CHEMBL272195	4.7	*
CHEMBL1592939	6	*
CHEMBL1326153	4.4	*
CHEMBL27769	4.8	*
CHEMBL254328	5.57	*
CHEMBL90593	4.8	*
CHEMBL386630	5	*
CHEMBL2203397	5.41	*
CHEMBL410242	5.82	*
CHEMBL691	4.75	*
CHEMBL135	6	*
CHEMBL1405	5.7	*
CHEMBL1628207	5.1	*
CHEMBL1200980	4.4	*
CHEMBL1078384	4.8	*
CHEMBL1320743	7.5	*
CHEMBL1493294	5.3	*
CHEMBL1551576	5.3	*
CHEMBL253144	7.6	*
CHEMBL389621	4.7	*
CHEMBL1499	5	*
CHEMBL1358735	4.6	*
CHEMBL1439866	4.5	*
CHEMBL1554587	4.9	*
CHEMBL266115	4.4	*
CHEMBL1367486	4.6	*
CHEMBL1370891	5.5	*
CHEMBL1451900	5	*
CHEMBL467706	4.9	*
CHEMBL284237	4.6	*
CHEMBL517438	4.96	*
CHEMBL208154	5.2	*
CHEMBL207411	6.35	*
CHEMBL208158	5.67	*
CHEMBL206884	5.13	*
CHEMBL207345	5.16	*
CHEMBL377177	5.09	*
CHEMBL207638	5.1	*
CHEMBL1453749	5.1	*
CHEMBL1317602	5.1	*
CHEMBL1409148	6.1	*
CHEMBL1364377	5.5	*
CHEMBL1417303	5.6	*
CHEMBL1437138	5.6	*
CHEMBL1314808	5	*
CHEMBL1488197	6	*
CHEMBL1408334	4.8	*
CHEMBL1527555	5.6	*
CHEMBL1358896	5.1	*
CHEMBL1565342	5.6	*
CHEMBL1487748	5.6	*
CHEMBL1562339	5.2	*
CHEMBL1330087	6	*
CHEMBL1437414	5.1	*
CHEMBL1358568	5	*
CHEMBL1610944	6	*
CHEMBL1512270	5	*
CHEMBL1328910	5.5	*
CHEMBL1363413	4.8	*
CHEMBL1489541	6	*
CHEMBL1380212	5.9	*
CHEMBL1414232	4.8	*
CHEMBL1603803	5.2	*
CHEMBL237336	*	5.96
CHEMBL189881	*	5.96
CHEMBL381145	*	5.08
CHEMBL195378	*	4.23
CHEMBL370072	*	4.55
CHEMBL1410865	5.1	*
CHEMBL1363234	6.1	*
CHEMBL1408013	5.1	*
CHEMBL1394640	5	*
CHEMBL1408528	6.2	*
CHEMBL1370756	6.2	*
CHEMBL1319785	6.1	*
CHEMBL1318400	5.9	*
CHEMBL1335890	5.6	*
CHEMBL1318571	5.8	*
CHEMBL1593731	5.6	*
CHEMBL1369212	6.1	*
CHEMBL1488947	5.5	*
CHEMBL1360650	5.6	*
CHEMBL1413165	6.4	*
CHEMBL1442987	5.2	*
CHEMBL1453137	5.3	*
CHEMBL1372330	5.1	*
CHEMBL1331634	5.8	*
CHEMBL1476280	5.4	*
CHEMBL1400193	4.9	*
CHEMBL1411164	5.7	*
CHEMBL1319789	5	*
CHEMBL1565663	5.1	*
CHEMBL1555334	5.6	*
CHEMBL1532921	5.5	*
CHEMBL1447894	5.4	*
CHEMBL1092663	*	5.29
CHEMBL1090528	*	6.21
CHEMBL1090527	*	5.92
CHEMBL564226	*	6.05
CHEMBL556506	*	5.85
CHEMBL1092599	*	5.72
CHEMBL1092598	*	5.43
CHEMBL1669424	5.32	*
CHEMBL1669419	5.74	*
CHEMBL1669425	5.89	*
CHEMBL1669422	5.36	*
CHEMBL1669423	5.81	*
CHEMBL1669420	5.55	*
CHEMBL1669418	5.56	*
CHEMBL1669421	5.32	*
CHEMBL1093058	*	5.7
CHEMBL778	6.8	*
CHEMBL1091777	5.4	6.31
CHEMBL1092766	*	5.82
CHEMBL1092765	*	5.64
CHEMBL1515774	5.4	*
CHEMBL24778	*	4.6
CHEMBL494948	5.31	*
CHEMBL1474294	6.2	*
CHEMBL205596	4.9	*
CHEMBL1478	4.5	*
CHEMBL2164220	*	4.8
CHEMBL1525886	5.4	*
CHEMBL1928705	*	5.3
CHEMBL352806	5.4	*
CHEMBL349638	5.3	*
CHEMBL168538	7	*
CHEMBL168563	5.13	*
CHEMBL263004	6	*
CHEMBL169620	6	*
CHEMBL170159	6	*
CHEMBL1377877	5.4	*
CHEMBL3330655	*	4.85
CHEMBL1330394	4.9	*
CHEMBL1484006	5.3	*
CHEMBL1567477	5.4	*
CHEMBL1367652	5.1	*
CHEMBL3221514	*	4.2
CHEMBL3417505	*	5.1
CHEMBL408444	5.8	*
CHEMBL270996	6.51	*
CHEMBL230812	*	4.29
CHEMBL3824103	6.52	*
CHEMBL3220878	*	5.89
CHEMBL251941	5.1	*
CHEMBL1190095	4.8	*
CHEMBL1513484	4.6	*
CHEMBL1315945	4.8	*
CHEMBL309760	5.8	*
CHEMBL146855	6	*
CHEMBL251647	5.8	*
CHEMBL1257227	*	8.75
CHEMBL1512434	5.5	*
CHEMBL1476892	5.5	*
CHEMBL1560764	5.4	*
CHEMBL1475200	5.3	*
CHEMBL1362852	5.4	*
CHEMBL1603024	5.4	*
CHEMBL1368111	5.4	*
CHEMBL1314333	5.4	*
CHEMBL1322126	5.5	*
CHEMBL1512379	5.4	*
CHEMBL3664719	5.22	*
CHEMBL3664675	4.64	*
CHEMBL3639635	4.85	*
CHEMBL3664643	4.6	*
CHEMBL3664657	4.5	*
CHEMBL3645526	5.36	*
CHEMBL3645523	5.36	*
CHEMBL3645528	5.51	*
CHEMBL3664696	4.54	*
CHEMBL3664679	4.64	*
CHEMBL3664672	4.75	*
CHEMBL3664707	4.48	*
CHEMBL3664695	4.68	*
CHEMBL3664715	4.32	*
CHEMBL3664694	4.36	*
CHEMBL3664673	4.55	*
CHEMBL3664680	5	*
CHEMBL3645516	4.51	*
CHEMBL3645519	4.8	*
CHEMBL3645515	4.81	*
CHEMBL3645518	5.24	*
CHEMBL3645525	5.31	*
CHEMBL3645524	4.85	*
CHEMBL1829779	5.7	*
CHEMBL1829780	5.4	*
CHEMBL1829782	5.16	*
CHEMBL1829767	5.1	*
CHEMBL1829766	5.16	*
CHEMBL1829761	4.96	*
CHEMBL1829759	4.85	*
CHEMBL1829765	5.22	*
CHEMBL1829770	5.52	*
CHEMBL1829772	5.3	*
CHEMBL1829775	5.05	*
CHEMBL1829776	4.92	*
CHEMBL1829768	4.68	*
CHEMBL1829763	4.92	*
CHEMBL3645527	4.71	*
CHEMBL1209695	6.05	*
CHEMBL1209696	5.72	*
CHEMBL1208801	6.75	*
CHEMBL1473761	4.9	*
CHEMBL3086032	*	5.66
CHEMBL1209685	5.37	*
CHEMBL261557	5.5	*
CHEMBL100379	4.68	*
CHEMBL317935	4.02	*
CHEMBL582806	5.69	*
CHEMBL220360	*	4.85
CHEMBL2325743	*	5.17
CHEMBL1213187	4.5	*
CHEMBL1835039	*	4.54
CHEMBL1087268	*	4.89
CHEMBL1087269	*	4.92
CHEMBL230813	*	4.14
CHEMBL1433981	5	*
CHEMBL1255653	6.5	*
CHEMBL590593	*	5.66
CHEMBL3822947	*	4.64
CHEMBL395942	6	*
CHEMBL1094521	*	6.47
CHEMBL1084976	*	5.08
CHEMBL427202	5.4	*
CHEMBL3330654	*	5.48
CHEMBL1372198	5.4	*
CHEMBL1476084	5.4	*
CHEMBL1407783	5.5	*
CHEMBL1435908	5.3	*
CHEMBL1552303	5.3	*
CHEMBL1535403	5.3	*
CHEMBL1554459	5.4	*
CHEMBL1375469	5.4	*
CHEMBL1414477	5.4	*
CHEMBL1410010	5.3	*
CHEMBL1398216	5.5	*
CHEMBL1370136	5.4	*
CHEMBL2021600	*	4.77
CHEMBL429760	*	4.96
CHEMBL255968	*	5
CHEMBL256060	*	4.96
CHEMBL1409756	5.5	*
CHEMBL1823180	*	6.36
CHEMBL1600999	5	*
CHEMBL549908	*	6.36
CHEMBL1594011	5.4	*
CHEMBL2177300	4.5	*
CHEMBL3353992	5	*
CHEMBL1087758	4.85	*
CHEMBL717	4.8	*
CHEMBL1354966	5.4	*
CHEMBL1512570	4.6	*
CHEMBL123292	4.8	*
CHEMBL1520025	5.1	*
CHEMBL2373564	4.8	*
CHEMBL1950747	*	4.57
CHEMBL1447160	5.5	*
CHEMBL1485302	5.5	*
CHEMBL1523246	5.4	*
CHEMBL1371604	5.6	*
CHEMBL1082723	*	4.52
CHEMBL3746776	*	4.56
CHEMBL3747669	*	4.96
CHEMBL3808921	*	5.13
CHEMBL3747266	*	4.97
CHEMBL3809643	*	5.07
CHEMBL3112866	4.4	*
CHEMBL450613	5.4	*
CHEMBL2373582	5.4	*
CHEMBL2373625	4.5	*
CHEMBL454173	6.4	*
CHEMBL478395	*	5.28
CHEMBL2403549	*	5.75
CHEMBL3087669	*	4.43
CHEMBL2403550	*	5.96
CHEMBL2441636	*	4.72
CHEMBL2031877	*	4.92
CHEMBL477360	*	5.22
CHEMBL392713	*	4.9
CHEMBL239300	*	4.6
CHEMBL239724	*	4.5
CHEMBL3593779	*	4.54
CHEMBL489094	4.85	*
CHEMBL489480	4.24	*
CHEMBL489095	4.16	4.8
CHEMBL474130	4.75	*
CHEMBL521523	*	5
CHEMBL2163837	6.4	*
CHEMBL1552165	5	*
CHEMBL464234	4.87	*
CHEMBL480016	6.5	*
CHEMBL495290	5.38	*
CHEMBL471047	*	4.9
CHEMBL3084776	*	5.19
CHEMBL1436797	5.4	*
CHEMBL1514023	5.4	*
CHEMBL1436532	5.5	*
CHEMBL1314833	5.4	*
CHEMBL1551021	5.3	*
CHEMBL1437314	5.4	*
CHEMBL1329939	5.5	*
CHEMBL1413967	5.4	*
CHEMBL494916	4.92	*
CHEMBL524054	5.4	*
CHEMBL522877	5.25	*
CHEMBL1923642	5.92	*
CHEMBL1358659	4.5	*
CHEMBL3422007	4.35	5.14
CHEMBL3422008	5.7	5.33
CHEMBL3422010	4.3	4.62
CHEMBL3422005	4.2	*
CHEMBL3422009	4.72	5.85
CHEMBL3422006	4.17	*
CHEMBL3422016	4.96	4.77
CHEMBL3422018	4.1	5.1
CHEMBL3608687	*	4.18
CHEMBL3608680	4.05	*
CHEMBL3608740	4.51	4.3
CHEMBL3608688	*	4.41
CHEMBL3422017	4.26	5.29
CHEMBL320341	5.6	*
CHEMBL3422243	*	5.32
CHEMBL3422241	*	5.32
CHEMBL3422242	*	5.68
CHEMBL550393	*	7.6
CHEMBL627	5.9	*
CHEMBL1358898	6.7	*
CHEMBL1182747	5.6	*
CHEMBL3774852	4.58	*
CHEMBL1437890	4.7	*
CHEMBL1433396	5.1	*
CHEMBL1516476	4.8	*
CHEMBL1358836	4.8	*
CHEMBL134752	5	*
CHEMBL1550935	6.9	*
CHEMBL3590458	*	7.32
CHEMBL1356989	6	*
CHEMBL1610945	5.4	*
CHEMBL3590470	*	7.2
CHEMBL2324251	*	6.33
CHEMBL3590501	*	7.15
CHEMBL3590500	*	6.82
CHEMBL3590497	*	6.86
CHEMBL2325212	*	6.53
CHEMBL2325214	*	5.94
CHEMBL2325215	*	5.4
CHEMBL2325210	*	6.26
CHEMBL2325211	*	5.36
CHEMBL2325216	*	5.41
CHEMBL2324239	*	4.51
CHEMBL2325217	*	4.85
CHEMBL2324244	*	7.85
CHEMBL2324245	*	7.22
CHEMBL2324242	*	6.68
CHEMBL2324246	*	7.13
CHEMBL2324248	*	6.12
CHEMBL417799	4.9	*
CHEMBL1565133	4.9	*
CHEMBL15770	4.8	*
CHEMBL3355633	*	4.92
CHEMBL10	5.9	*
CHEMBL2316386	5.26	*
CHEMBL2316385	*	4.77
CHEMBL1472699	5.9	*
CHEMBL1413858	5.1	*
CHEMBL286915	*	6.28
CHEMBL3198027	5.45	*
CHEMBL1357247	4.8	*
CHEMBL1449987	5	*
CHEMBL1491875	4.7	*
CHEMBL3196775	5.6	*
CHEMBL3199351	6.1	*
CHEMBL3213666	4.85	*
CHEMBL7301	4.8	*
CHEMBL38	4.4	*
CHEMBL1333056	4.6	*
CHEMBL81379	4.9	*
CHEMBL1486930	4.9	*
CHEMBL1481465	5.4	*
CHEMBL1460922	4.85	*
CHEMBL3199536	5.7	*
CHEMBL1420830	5.4	*
CHEMBL986	4.8	*
CHEMBL1079119	5.8	*
CHEMBL513494	4.23	*
CHEMBL1743357	6.89	*
CHEMBL1743356	6.51	*
CHEMBL1579130	4.5	*
CHEMBL3193076	4.9	*
CHEMBL1380031	4.95	*
CHEMBL3193784	4.85	*
CHEMBL3195867	5.55	*
CHEMBL3212521	6	*
CHEMBL3211758	4.65	*
CHEMBL3199738	5.95	*
CHEMBL3209398	5.05	*
CHEMBL3189672	4.8	*
CHEMBL3213682	4.85	*
CHEMBL3190163	4.55	*
CHEMBL3104250	5.58	*
CHEMBL3198645	5.45	*
CHEMBL1526658	5.4	*
CHEMBL1964464	4.85	*
CHEMBL3211853	4.8	*
CHEMBL3210202	4.75	*
CHEMBL3195854	4.9	*
CHEMBL3199657	5.9	*
CHEMBL3214150	4.55	*
CHEMBL3194695	4.8	*
CHEMBL3192627	4.85	*
CHEMBL3196157	4.85	*
CHEMBL1981379	4.85	*
CHEMBL1968402	5.05	*
CHEMBL3197465	5.65	*
CHEMBL1980031	5.45	*
CHEMBL3192769	4.85	*
CHEMBL3209087	4.85	*
CHEMBL3208441	4.45	*
CHEMBL1891843	4.65	*
CHEMBL1491776	5.4	*
CHEMBL1571138	5.6	*
CHEMBL1489085	5.4	*
CHEMBL3199347	4.8	*
CHEMBL1517073	5.4	*
CHEMBL1561579	5.5	*
CHEMBL1529384	5.4	*
CHEMBL1455203	5.4	*
CHEMBL3190590	4.8	*
CHEMBL3210395	5.95	*
CHEMBL3199785	4.5	*
CHEMBL1529879	5.4	*
CHEMBL1967062	5.2	*
CHEMBL1372850	5.5	*
CHEMBL3198835	5.85	*
CHEMBL1366762	5.3	*
CHEMBL1456941	5.4	*
CHEMBL1493851	5.5	*
CHEMBL503727	4.2	*
CHEMBL513372	4.37	*
CHEMBL469850	4.45	*
CHEMBL245412	4.66	*
CHEMBL465158	5	*
CHEMBL512339	4.32	*
CHEMBL1601875	4.6	*
CHEMBL1356390	4.7	*
CHEMBL1376728	4.6	*
CHEMBL1450936	5.1	*
CHEMBL1018	5.1	*
CHEMBL1321343	4.8	*
CHEMBL402063	6	*
CHEMBL1439490	4.8	*
CHEMBL196431	*	4.3
CHEMBL1452876	5.5	*
CHEMBL557116	*	5.09
CHEMBL1318754	8.89	*
CHEMBL1396368	4.9	*
CHEMBL2333635	*	4.89
CHEMBL487603	4.6	*
CHEMBL1554408	6.9	*
CHEMBL1574543	7.5	*
CHEMBL269646	4.8	*
CHEMBL161867	4.5	*
CHEMBL1357674	4.5	*
CHEMBL1331105	5.4	*
CHEMBL154580	4.6	*
CHEMBL1530684	4.6	*
CHEMBL1514569	4.5	*
CHEMBL242273	5.5	*
CHEMBL233248	4.4	*
CHEMBL1334122	5.55	*
CHEMBL1580932	5.55	*
CHEMBL1342006	5.6	*
CHEMBL1371423	5.4	*
CHEMBL1327450	5	*
CHEMBL1425311	5.55	*
CHEMBL1447313	4.6	*
CHEMBL1582776	5.05	*
CHEMBL1507026	5.35	*
CHEMBL1405151	5.35	*
CHEMBL3209931	5	*
CHEMBL90769	4.7	*
CHEMBL1410933	5.1	*
CHEMBL1519980	5.15	*
CHEMBL1349528	4.55	*
CHEMBL1467110	4.9	*
CHEMBL1563513	4.8	*
CHEMBL1584188	6.7	*
CHEMBL1329372	5.3	*
CHEMBL1424276	5.1	*
CHEMBL1587070	4.7	*
CHEMBL1505390	5	*
CHEMBL366603	4.6	*
CHEMBL123040	4.4	*
CHEMBL1540834	5.9	*
CHEMBL1813477	4.97	*
CHEMBL1644470	*	8.89
CHEMBL1813476	5.58	*
CHEMBL1491899	4.6	*
CHEMBL1378758	5.5	*
CHEMBL1371221	5.4	*
CHEMBL1412825	4.7	*
CHEMBL295559	*	5.24
CHEMBL2069509	*	5.29
CHEMBL472994	6.5	*
CHEMBL1438748	4.6	*
CHEMBL1494452	4.9	*
CHEMBL2069503	*	6.14
CHEMBL3775414	*	7.77
CHEMBL2069502	*	6.42
CHEMBL3775418	*	5.4
CHEMBL3774851	*	5.57
CHEMBL3774903	*	5.12
CHEMBL3774626	*	6.84
CHEMBL3775284	*	7.06
CHEMBL3774986	*	5.36
CHEMBL3775851	*	6.3
CHEMBL2069505	*	6.92
CHEMBL2069504	*	7.19
CHEMBL1553740	5.3	*
CHEMBL1610375	5.4	*
CHEMBL1472765	5.3	*
CHEMBL1602710	5.1	*
CHEMBL1315991	4.8	*
CHEMBL1370553	4.6	*
CHEMBL1609440	4.7	*
CHEMBL1473715	4.8	*
CHEMBL1397914	4.6	*
CHEMBL492447	*	6.17
CHEMBL1355855	5.5	*
CHEMBL501295	*	7.75
CHEMBL1671894	*	7.75
CHEMBL279564	5	*
CHEMBL1830707	*	4.55
CHEMBL1830711	*	4.52
CHEMBL1604387	5.3	*
CHEMBL3622434	4.44	*
CHEMBL1830698	*	4.77
CHEMBL3237442	6.26	*
CHEMBL1443332	5.2	*
CHEMBL277535	7	*
CHEMBL3775580	*	6.87
CHEMBL1489353	5	*
CHEMBL1493037	4.5	*
CHEMBL1360011	5.9	*
CHEMBL2069500	*	7.1
CHEMBL3582312	*	6.7
CHEMBL3582313	*	6.72
CHEMBL3582314	*	7.05
CHEMBL3582315	*	6.47
CHEMBL1302009	5.65	*
CHEMBL1530194	4.95	*
CHEMBL3582309	*	6.36
CHEMBL2069803	4.99	*
CHEMBL2022867	*	5.6
CHEMBL1448331	4.4	*
CHEMBL2335291	*	4.69
CHEMBL1598771	6	*
CHEMBL625	4.4	*
CHEMBL258465	5.5	*
CHEMBL1565107	4.5	*
CHEMBL1569277	6.3	*
CHEMBL1598281	4.85	*
CHEMBL1346628	5.05	*
CHEMBL1331037	5.7	*
CHEMBL452153	5.55	*
CHEMBL1417581	5.1	*
CHEMBL1428217	6.15	*
CHEMBL2152525	4.9	4.5
CHEMBL2152524	4.9	4.5
CHEMBL2152523	4.7	4.6
CHEMBL2152522	4.8	4.5
CHEMBL279556	4.6	*
CHEMBL575234	*	5.19
CHEMBL575476	*	4.63
CHEMBL1355665	5.9	*
CHEMBL1590663	4.9	*
CHEMBL1376736	4.8	*
CHEMBL1551066	4.6	*
CHEMBL1591381	4.8	*
CHEMBL1437088	4.9	*
CHEMBL1671884	*	7.1
CHEMBL18772	7.4	*
CHEMBL1560798	5.1	*
CHEMBL1590818	4.5	*
CHEMBL1449224	4.5	*
CHEMBL1435216	4.9	*
CHEMBL1590132	4.9	*
CHEMBL1357491	4.6	*
CHEMBL3194920	4.9	*
CHEMBL1450395	5.6	*
CHEMBL3197177	4.8	*
CHEMBL1475428	5.2	*
CHEMBL1607512	5	*
CHEMBL1418387	4.7	*
CHEMBL87045	*	4.65
CHEMBL13698	4.9	*
CHEMBL289480	4.8	*
CHEMBL2151438	*	5.8
CHEMBL2069929	*	4.7
CHEMBL2069928	*	5.19
CHEMBL1490998	5.1	*
CHEMBL1435698	4.8	*
CHEMBL1318262	4.7	*
CHEMBL1517885	4.8	*
CHEMBL1492558	4.5	*
CHEMBL415879	5.3	*
CHEMBL42557	*	5.31
CHEMBL178516	4.16	*
CHEMBL1368937	5.3	*
CHEMBL1356808	5.8	*
CHEMBL179763	4.19	*
CHEMBL179618	4.24	*
CHEMBL361153	4.55	*
CHEMBL1434535	5.1	*
CHEMBL1491545	5.3	*
CHEMBL179477	4.11	*
CHEMBL49247	4.6	*
CHEMBL215174	5.96	*
CHEMBL1572770	5.5	*
CHEMBL2322001	*	4.81
CHEMBL2326690	*	4.72
CHEMBL1316537	4.8	*
CHEMBL1436578	5.6	*
CHEMBL1592493	6	*
CHEMBL3210945	4.8	*
CHEMBL1572261	6.1	*
CHEMBL1602926	5.6	*
CHEMBL1554579	6.3	*
CHEMBL1552270	5.6	*
CHEMBL1436045	6.1	*
CHEMBL1396384	5.3	*
CHEMBL1513511	6.3	*
CHEMBL1355408	6.2	*
CHEMBL1591714	7.1	*
CHEMBL1556464	6.1	*
CHEMBL1521453	5.9	*
CHEMBL1276308	5.33	*
CHEMBL1777878	*	5.47
CHEMBL1777855	*	4.6
CHEMBL1270936	6	*
CHEMBL223943	*	5.85
CHEMBL2180014	*	4.61
CHEMBL3703304	*	5.37
CHEMBL3650834	*	5.28
CHEMBL3703254	*	5.32
CHEMBL3703255	*	5.03
CHEMBL3703268	*	5.22
CHEMBL2180037	*	4.84
CHEMBL2177915	*	5.54
CHEMBL2425895	4.85	*
CHEMBL2425888	4.1	*
CHEMBL2425891	4.34	*
CHEMBL2425889	4.04	*
CHEMBL2425890	4.23	*
CHEMBL2425893	4.34	4
CHEMBL2425894	4.26	*
CHEMBL2425886	4.01	*
CHEMBL1951605	*	4.66
CHEMBL1951604	*	4.55
CHEMBL1951614	*	5.36
CHEMBL1951613	*	4.92
CHEMBL1951416	*	4.92
CHEMBL1951612	*	5
CHEMBL1318470	5.5	*
CHEMBL257023	*	4.72
CHEMBL1171991	5.75	*
CHEMBL1173335	4.75	*
CHEMBL1172847	6.33	*
CHEMBL1173326	5.88	*
CHEMBL1173259	6.14	*
CHEMBL1473956	4.9	*
CHEMBL2373285	4.9	*
CHEMBL1314871	5	*
CHEMBL1315538	4.8	*
CHEMBL1610929	5.4	*
CHEMBL1320943	5.4	*
CHEMBL1594258	5.4	*
CHEMBL3199177	4.9	*
CHEMBL503938	4.5	*
CHEMBL1524541	4.5	*
CHEMBL566759	*	5.63
CHEMBL1397279	5.7	*
CHEMBL1414185	6.5	*
CHEMBL1411045	5.5	*
CHEMBL1562088	5.3	*
CHEMBL1433726	5	*
CHEMBL1331112	5.3	*
CHEMBL2324520	*	4.68
CHEMBL1591425	4.5	*
CHEMBL1561544	4.4	*
CHEMBL1571785	6.1	*
CHEMBL1515018	5.4	*
CHEMBL25308	4.9	*
CHEMBL23293	4.5	*
CHEMBL25719	4.8	*
CHEMBL1400594	5.4	*
CHEMBL1513870	5.3	*
CHEMBL1395935	5.4	*
CHEMBL1318085	5.8	*
CHEMBL1435210	5.5	*
CHEMBL1553790	5.4	*
CHEMBL1336443	5.8	*
CHEMBL1395753	5.4	*
CHEMBL1078442	5.11	*
CHEMBL1412710	5.9	*
CHEMBL307341	4.4	*
CHEMBL1602263	5.4	*
CHEMBL15193	4.6	*
CHEMBL393136	4.5	*
CHEMBL238188	4.6	*
CHEMBL253998	4.9	*
CHEMBL412010	5.4	*
CHEMBL1495541	4.8	*
CHEMBL1594132	5	*
CHEMBL1487159	5.85	*
CHEMBL18879	4.6	*
CHEMBL1360916	4.4	*
CHEMBL1323290	4.9	*
CHEMBL1477081	4.4	*
CHEMBL1526240	4.7	*
CHEMBL1951431	*	5.38
CHEMBL1951432	5.77	*
CHEMBL453805	5.3	*
CHEMBL607536	4.4	*
CHEMBL3213457	4.75	*
CHEMBL152069	*	5.41
CHEMBL107251	5	*
CHEMBL7889	5.7	*
CHEMBL1371160	5.2	*
CHEMBL1551915	4.6	*
CHEMBL1469165	4.8	*
CHEMBL1335634	5.4	*
CHEMBL1318020	5.2	*
CHEMBL1415777	4.8	*
CHEMBL1476426	4.7	*
CHEMBL3582243	5.32	*
CHEMBL3348998	5.1	*
CHEMBL190279	5.3	*
CHEMBL103	5.4	*
CHEMBL1565333	5.5	*
CHEMBL1985310	5.35	*
CHEMBL1714881	4.7	*
CHEMBL1414317	4.6	*
CHEMBL1358297	5	*
CHEMBL1611022	4.7	*
CHEMBL461903	4.5	*
CHEMBL3408394	*	5.24
CHEMBL3408384	*	4.54
CHEMBL3408386	*	4.94
CHEMBL3408383	*	4.49
CHEMBL399378	*	5.2
CHEMBL250533	*	5.48
CHEMBL250127	*	6.03
CHEMBL438876	*	4.77
CHEMBL401476	*	5.34
CHEMBL398478	*	5.22
CHEMBL250743	*	4.75
CHEMBL1588323	4.8	*
CHEMBL1450004	4.9	*
CHEMBL1375951	6.8	*
CHEMBL1389041	5.5	*
CHEMBL1454402	5.5	*
CHEMBL1532985	5.4	*
CHEMBL1330502	5.2	*
CHEMBL452477	5.5	*
CHEMBL1405758	4.5	*
CHEMBL2338475	5.52	*
CHEMBL1475298	5.6	*
CHEMBL443462	4.5	*
CHEMBL1424384	5.55	*
CHEMBL1426357	5.45	*
CHEMBL1589130	5.8	*
CHEMBL1478153	5.5	*
CHEMBL1604398	5.4	*
CHEMBL384487	*	7.69
CHEMBL1384414	4.4	*
CHEMBL1500199	4.9	*
CHEMBL1741617	4.55	*
CHEMBL1331583	5.4	*
CHEMBL1354186	5.5	*
CHEMBL362702	4.57	*
CHEMBL1489845	6.1	*
CHEMBL1824040	*	4.31
CHEMBL3193048	4.45	*
CHEMBL514564	*	6.13
CHEMBL1363110	4.7	*
CHEMBL1519173	5	*
CHEMBL1428398	4.55	*
CHEMBL1523323	4.55	*
CHEMBL250689	*	6.4
CHEMBL1353281	4.55	*
CHEMBL1471369	6.15	*
CHEMBL2170213	*	5.35
CHEMBL301992	*	5
CHEMBL1451899	4.95	*
CHEMBL1607115	5.2	*
CHEMBL2338482	6.44	*
CHEMBL1241736	*	5.2
CHEMBL1396546	5.6	*
CHEMBL3640015	5.56	*
